label,youtube_id,time_start,time_end,original_path,segmented_path,background_only_path,has_original,has_segmented,has_background
archery,4x9AMmWhCzw,4,14,/n/fs/visualai-scr/Data/HAT2/original/archery/4x9AMmWhCzw_000004_000014,/n/fs/visualai-scr/Data/HAT2/seg/archery/4x9AMmWhCzw_000004_000014,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/4x9AMmWhCzw_000004_000014,True,True,True
archery,5rElcI860iU,75,85,/n/fs/visualai-scr/Data/HAT2/original/archery/5rElcI860iU_000075_000085,/n/fs/visualai-scr/Data/HAT2/seg/archery/5rElcI860iU_000075_000085,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/5rElcI860iU_000075_000085,True,True,True
archery,6hZC8cEONUw,20,30,/n/fs/visualai-scr/Data/HAT2/original/archery/6hZC8cEONUw_000020_000030,/n/fs/visualai-scr/Data/HAT2/seg/archery/6hZC8cEONUw_000020_000030,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/6hZC8cEONUw_000020_000030,True,True,True
archery,7RpY62s_AfY,56,66,/n/fs/visualai-scr/Data/HAT2/original/archery/7RpY62s_AfY_000056_000066,/n/fs/visualai-scr/Data/HAT2/seg/archery/7RpY62s_AfY_000056_000066,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/7RpY62s_AfY_000056_000066,True,True,True
archery,89Tu6aUtOYQ,3,13,/n/fs/visualai-scr/Data/HAT2/original/archery/89Tu6aUtOYQ_000003_000013,/n/fs/visualai-scr/Data/HAT2/seg/archery/89Tu6aUtOYQ_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/89Tu6aUtOYQ_000003_000013,True,True,True
archery,8f0U0oGyugQ,7,17,/n/fs/visualai-scr/Data/HAT2/original/archery/8f0U0oGyugQ_000007_000017,/n/fs/visualai-scr/Data/HAT2/seg/archery/8f0U0oGyugQ_000007_000017,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/8f0U0oGyugQ_000007_000017,True,True,True
archery,9W09aRkVYC4,4,14,/n/fs/visualai-scr/Data/HAT2/original/archery/9W09aRkVYC4_000004_000014,/n/fs/visualai-scr/Data/HAT2/seg/archery/9W09aRkVYC4_000004_000014,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/9W09aRkVYC4_000004_000014,True,True,True
archery,CjMcGn6C3h0,3,13,/n/fs/visualai-scr/Data/HAT2/original/archery/CjMcGn6C3h0_000003_000013,/n/fs/visualai-scr/Data/HAT2/seg/archery/CjMcGn6C3h0_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/CjMcGn6C3h0_000003_000013,True,True,True
archery,E15fuG-tYGM,14,24,/n/fs/visualai-scr/Data/HAT2/original/archery/E15fuG-tYGM_000014_000024,/n/fs/visualai-scr/Data/HAT2/seg/archery/E15fuG-tYGM_000014_000024,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/E15fuG-tYGM_000014_000024,True,True,True
archery,FzfqEd36YbY,1101,1111,/n/fs/visualai-scr/Data/HAT2/original/archery/FzfqEd36YbY_001101_001111,/n/fs/visualai-scr/Data/HAT2/seg/archery/FzfqEd36YbY_001101_001111,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/FzfqEd36YbY_001101_001111,True,True,True
archery,IcXj4je-tto,0,10,/n/fs/visualai-scr/Data/HAT2/original/archery/IcXj4je-tto_000000_000010,/n/fs/visualai-scr/Data/HAT2/seg/archery/IcXj4je-tto_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/IcXj4je-tto_000000_000010,True,True,True
archery,Jck4NlSIX-I,19,29,/n/fs/visualai-scr/Data/HAT2/original/archery/Jck4NlSIX-I_000019_000029,/n/fs/visualai-scr/Data/HAT2/seg/archery/Jck4NlSIX-I_000019_000029,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/Jck4NlSIX-I_000019_000029,True,True,True
archery,Jfl-1zWi2Go,654,664,/n/fs/visualai-scr/Data/HAT2/original/archery/Jfl-1zWi2Go_000654_000664,/n/fs/visualai-scr/Data/HAT2/seg/archery/Jfl-1zWi2Go_000654_000664,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/Jfl-1zWi2Go_000654_000664,True,True,True
archery,MrI8XlHC4p0,0,10,/n/fs/visualai-scr/Data/HAT2/original/archery/MrI8XlHC4p0_000000_000010,/n/fs/visualai-scr/Data/HAT2/seg/archery/MrI8XlHC4p0_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/MrI8XlHC4p0_000000_000010,True,True,True
archery,O9cTHUPbLE8,90,100,/n/fs/visualai-scr/Data/HAT2/original/archery/O9cTHUPbLE8_000090_000100,/n/fs/visualai-scr/Data/HAT2/seg/archery/O9cTHUPbLE8_000090_000100,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/O9cTHUPbLE8_000090_000100,True,True,True
archery,RkjX0nbJJow,338,348,/n/fs/visualai-scr/Data/HAT2/original/archery/RkjX0nbJJow_000338_000348,/n/fs/visualai-scr/Data/HAT2/seg/archery/RkjX0nbJJow_000338_000348,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/RkjX0nbJJow_000338_000348,True,True,True
archery,S0Xwh6F6tz0,31,41,/n/fs/visualai-scr/Data/HAT2/original/archery/S0Xwh6F6tz0_000031_000041,/n/fs/visualai-scr/Data/HAT2/seg/archery/S0Xwh6F6tz0_000031_000041,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/S0Xwh6F6tz0_000031_000041,True,True,True
archery,VADKkEVjQrU,1656,1666,/n/fs/visualai-scr/Data/HAT2/original/archery/VADKkEVjQrU_001656_001666,/n/fs/visualai-scr/Data/HAT2/seg/archery/VADKkEVjQrU_001656_001666,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/VADKkEVjQrU_001656_001666,True,True,True
archery,ZCz5i5RGe_Y,4,14,/n/fs/visualai-scr/Data/HAT2/original/archery/ZCz5i5RGe_Y_000004_000014,/n/fs/visualai-scr/Data/HAT2/seg/archery/ZCz5i5RGe_Y_000004_000014,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/ZCz5i5RGe_Y_000004_000014,True,True,True
archery,_kQSkEioc08,5,15,/n/fs/visualai-scr/Data/HAT2/original/archery/_kQSkEioc08_000005_000015,/n/fs/visualai-scr/Data/HAT2/seg/archery/_kQSkEioc08_000005_000015,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/_kQSkEioc08_000005_000015,True,True,True
archery,aYRujsj9Z_Q,60,70,/n/fs/visualai-scr/Data/HAT2/original/archery/aYRujsj9Z_Q_000060_000070,/n/fs/visualai-scr/Data/HAT2/seg/archery/aYRujsj9Z_Q_000060_000070,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/aYRujsj9Z_Q_000060_000070,True,True,True
archery,c0cYF6RwWmg,3,13,/n/fs/visualai-scr/Data/HAT2/original/archery/c0cYF6RwWmg_000003_000013,/n/fs/visualai-scr/Data/HAT2/seg/archery/c0cYF6RwWmg_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/c0cYF6RwWmg_000003_000013,True,True,True
archery,cIyLDvGWT6I,1,11,/n/fs/visualai-scr/Data/HAT2/original/archery/cIyLDvGWT6I_000001_000011,/n/fs/visualai-scr/Data/HAT2/seg/archery/cIyLDvGWT6I_000001_000011,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/cIyLDvGWT6I_000001_000011,True,True,True
archery,erSoY-STyBQ,207,217,/n/fs/visualai-scr/Data/HAT2/original/archery/erSoY-STyBQ_000207_000217,/n/fs/visualai-scr/Data/HAT2/seg/archery/erSoY-STyBQ_000207_000217,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/erSoY-STyBQ_000207_000217,True,True,True
archery,h6d2C-RWOTw,3,13,/n/fs/visualai-scr/Data/HAT2/original/archery/h6d2C-RWOTw_000003_000013,/n/fs/visualai-scr/Data/HAT2/seg/archery/h6d2C-RWOTw_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/h6d2C-RWOTw_000003_000013,True,True,True
archery,hIgj5icZe7M,133,143,/n/fs/visualai-scr/Data/HAT2/original/archery/hIgj5icZe7M_000133_000143,/n/fs/visualai-scr/Data/HAT2/seg/archery/hIgj5icZe7M_000133_000143,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/hIgj5icZe7M_000133_000143,True,True,True
archery,it-IIR-qUIg,150,160,/n/fs/visualai-scr/Data/HAT2/original/archery/it-IIR-qUIg_000150_000160,/n/fs/visualai-scr/Data/HAT2/seg/archery/it-IIR-qUIg_000150_000160,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/it-IIR-qUIg_000150_000160,True,True,True
archery,k-BFTm62viE,2,12,/n/fs/visualai-scr/Data/HAT2/original/archery/k-BFTm62viE_000002_000012,/n/fs/visualai-scr/Data/HAT2/seg/archery/k-BFTm62viE_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/k-BFTm62viE_000002_000012,True,True,True
archery,mnUVG7T6iKg,109,119,/n/fs/visualai-scr/Data/HAT2/original/archery/mnUVG7T6iKg_000109_000119,/n/fs/visualai-scr/Data/HAT2/seg/archery/mnUVG7T6iKg_000109_000119,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/mnUVG7T6iKg_000109_000119,True,True,True
archery,oZ0QUyB18Zg,178,188,/n/fs/visualai-scr/Data/HAT2/original/archery/oZ0QUyB18Zg_000178_000188,/n/fs/visualai-scr/Data/HAT2/seg/archery/oZ0QUyB18Zg_000178_000188,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/oZ0QUyB18Zg_000178_000188,True,True,True
archery,oz3ruRsh-HY,517,527,/n/fs/visualai-scr/Data/HAT2/original/archery/oz3ruRsh-HY_000517_000527,/n/fs/visualai-scr/Data/HAT2/seg/archery/oz3ruRsh-HY_000517_000527,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/oz3ruRsh-HY_000517_000527,True,True,True
archery,pMRAH0hgqB8,14,24,/n/fs/visualai-scr/Data/HAT2/original/archery/pMRAH0hgqB8_000014_000024,/n/fs/visualai-scr/Data/HAT2/seg/archery/pMRAH0hgqB8_000014_000024,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/pMRAH0hgqB8_000014_000024,True,True,True
archery,pWOl7B7jf0U,0,10,/n/fs/visualai-scr/Data/HAT2/original/archery/pWOl7B7jf0U_000000_000010,/n/fs/visualai-scr/Data/HAT2/seg/archery/pWOl7B7jf0U_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/pWOl7B7jf0U_000000_000010,True,True,True
archery,qhUuaUIH9iU,0,10,/n/fs/visualai-scr/Data/HAT2/original/archery/qhUuaUIH9iU_000000_000010,/n/fs/visualai-scr/Data/HAT2/seg/archery/qhUuaUIH9iU_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/qhUuaUIH9iU_000000_000010,True,True,True
archery,rqIe-C6nEv0,4,14,/n/fs/visualai-scr/Data/HAT2/original/archery/rqIe-C6nEv0_000004_000014,/n/fs/visualai-scr/Data/HAT2/seg/archery/rqIe-C6nEv0_000004_000014,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/rqIe-C6nEv0_000004_000014,True,True,True
archery,u2uhrc0GBOo,34,44,/n/fs/visualai-scr/Data/HAT2/original/archery/u2uhrc0GBOo_000034_000044,/n/fs/visualai-scr/Data/HAT2/seg/archery/u2uhrc0GBOo_000034_000044,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/u2uhrc0GBOo_000034_000044,True,True,True
archery,uZ-pG-axjK4,481,491,/n/fs/visualai-scr/Data/HAT2/original/archery/uZ-pG-axjK4_000481_000491,/n/fs/visualai-scr/Data/HAT2/seg/archery/uZ-pG-axjK4_000481_000491,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/uZ-pG-axjK4_000481_000491,True,True,True
archery,v66KBZB9N-A,0,10,/n/fs/visualai-scr/Data/HAT2/original/archery/v66KBZB9N-A_000000_000010,/n/fs/visualai-scr/Data/HAT2/seg/archery/v66KBZB9N-A_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/v66KBZB9N-A_000000_000010,True,True,True
archery,vCV2BCbibRc,2,12,/n/fs/visualai-scr/Data/HAT2/original/archery/vCV2BCbibRc_000002_000012,/n/fs/visualai-scr/Data/HAT2/seg/archery/vCV2BCbibRc_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/vCV2BCbibRc_000002_000012,True,True,True
archery,xrAuik7Wxns,36,46,/n/fs/visualai-scr/Data/HAT2/original/archery/xrAuik7Wxns_000036_000046,/n/fs/visualai-scr/Data/HAT2/seg/archery/xrAuik7Wxns_000036_000046,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/xrAuik7Wxns_000036_000046,True,True,True
bowling,--dVV4_CSvw,33,43,/n/fs/visualai-scr/Data/HAT2/original/bowling/--dVV4_CSvw_000033_000043,/n/fs/visualai-scr/Data/HAT2/seg/bowling/--dVV4_CSvw_000033_000043,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/--dVV4_CSvw_000033_000043,True,True,True
bowling,-WH-lxmGJVY,5,15,/n/fs/visualai-scr/Data/HAT2/original/bowling/-WH-lxmGJVY_000005_000015,/n/fs/visualai-scr/Data/HAT2/seg/bowling/-WH-lxmGJVY_000005_000015,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/-WH-lxmGJVY_000005_000015,True,True,True
bowling,-jOClYqKtE8,3,13,/n/fs/visualai-scr/Data/HAT2/original/bowling/-jOClYqKtE8_000003_000013,/n/fs/visualai-scr/Data/HAT2/seg/bowling/-jOClYqKtE8_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/-jOClYqKtE8_000003_000013,True,True,True
bowling,1W7HNDBA4pA,2,12,/n/fs/visualai-scr/Data/HAT2/original/bowling/1W7HNDBA4pA_000002_000012,/n/fs/visualai-scr/Data/HAT2/seg/bowling/1W7HNDBA4pA_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/1W7HNDBA4pA_000002_000012,True,True,True
bowling,4JxH3S5JwMs,3,13,/n/fs/visualai-scr/Data/HAT2/original/bowling/4JxH3S5JwMs_000003_000013,/n/fs/visualai-scr/Data/HAT2/seg/bowling/4JxH3S5JwMs_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/4JxH3S5JwMs_000003_000013,True,True,True
bowling,5NLQMrXzCQA,3,13,/n/fs/visualai-scr/Data/HAT2/original/bowling/5NLQMrXzCQA_000003_000013,/n/fs/visualai-scr/Data/HAT2/seg/bowling/5NLQMrXzCQA_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/5NLQMrXzCQA_000003_000013,True,True,True
bowling,5P0Szq9VDYg,21,31,/n/fs/visualai-scr/Data/HAT2/original/bowling/5P0Szq9VDYg_000021_000031,/n/fs/visualai-scr/Data/HAT2/seg/bowling/5P0Szq9VDYg_000021_000031,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/5P0Szq9VDYg_000021_000031,True,True,True
bowling,5Vu8HJ__eMg,277,287,/n/fs/visualai-scr/Data/HAT2/original/bowling/5Vu8HJ__eMg_000277_000287,/n/fs/visualai-scr/Data/HAT2/seg/bowling/5Vu8HJ__eMg_000277_000287,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/5Vu8HJ__eMg_000277_000287,True,True,True
bowling,6V6DgC9u7Y0,0,10,/n/fs/visualai-scr/Data/HAT2/original/bowling/6V6DgC9u7Y0_000000_000010,/n/fs/visualai-scr/Data/HAT2/seg/bowling/6V6DgC9u7Y0_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/6V6DgC9u7Y0_000000_000010,True,True,True
bowling,8TiYnWFX-ow,42,52,/n/fs/visualai-scr/Data/HAT2/original/bowling/8TiYnWFX-ow_000042_000052,/n/fs/visualai-scr/Data/HAT2/seg/bowling/8TiYnWFX-ow_000042_000052,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/8TiYnWFX-ow_000042_000052,True,True,True
bowling,8pBjZcOc8MY,96,106,/n/fs/visualai-scr/Data/HAT2/original/bowling/8pBjZcOc8MY_000096_000106,/n/fs/visualai-scr/Data/HAT2/seg/bowling/8pBjZcOc8MY_000096_000106,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/8pBjZcOc8MY_000096_000106,True,True,True
bowling,B86jGiboZMM,34,44,/n/fs/visualai-scr/Data/HAT2/original/bowling/B86jGiboZMM_000034_000044,/n/fs/visualai-scr/Data/HAT2/seg/bowling/B86jGiboZMM_000034_000044,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/B86jGiboZMM_000034_000044,True,True,True
bowling,BBN3OkI40xk,8,18,/n/fs/visualai-scr/Data/HAT2/original/bowling/BBN3OkI40xk_000008_000018,/n/fs/visualai-scr/Data/HAT2/seg/bowling/BBN3OkI40xk_000008_000018,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/BBN3OkI40xk_000008_000018,True,True,True
bowling,DOKPjE3JJlw,20,30,/n/fs/visualai-scr/Data/HAT2/original/bowling/DOKPjE3JJlw_000020_000030,/n/fs/visualai-scr/Data/HAT2/seg/bowling/DOKPjE3JJlw_000020_000030,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/DOKPjE3JJlw_000020_000030,True,True,True
bowling,EYKcpyWRtyY,0,10,/n/fs/visualai-scr/Data/HAT2/original/bowling/EYKcpyWRtyY_000000_000010,/n/fs/visualai-scr/Data/HAT2/seg/bowling/EYKcpyWRtyY_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/EYKcpyWRtyY_000000_000010,True,True,True
bowling,Epp4z1hle48,33,43,/n/fs/visualai-scr/Data/HAT2/original/bowling/Epp4z1hle48_000033_000043,/n/fs/visualai-scr/Data/HAT2/seg/bowling/Epp4z1hle48_000033_000043,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/Epp4z1hle48_000033_000043,True,True,True
bowling,IknWrGi3QzI,4,14,/n/fs/visualai-scr/Data/HAT2/original/bowling/IknWrGi3QzI_000004_000014,/n/fs/visualai-scr/Data/HAT2/seg/bowling/IknWrGi3QzI_000004_000014,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/IknWrGi3QzI_000004_000014,True,True,True
bowling,Kv6Lgh1DRF8,13,23,/n/fs/visualai-scr/Data/HAT2/original/bowling/Kv6Lgh1DRF8_000013_000023,/n/fs/visualai-scr/Data/HAT2/seg/bowling/Kv6Lgh1DRF8_000013_000023,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/Kv6Lgh1DRF8_000013_000023,True,True,True
bowling,M99mgKKmPqs,2,12,/n/fs/visualai-scr/Data/HAT2/original/bowling/M99mgKKmPqs_000002_000012,/n/fs/visualai-scr/Data/HAT2/seg/bowling/M99mgKKmPqs_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/M99mgKKmPqs_000002_000012,True,True,True
bowling,MKv1mkOcom8,0,10,/n/fs/visualai-scr/Data/HAT2/original/bowling/MKv1mkOcom8_000000_000010,/n/fs/visualai-scr/Data/HAT2/seg/bowling/MKv1mkOcom8_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/MKv1mkOcom8_000000_000010,True,True,True
bowling,PO7vXwGJ-os,663,673,/n/fs/visualai-scr/Data/HAT2/original/bowling/PO7vXwGJ-os_000663_000673,/n/fs/visualai-scr/Data/HAT2/seg/bowling/PO7vXwGJ-os_000663_000673,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/PO7vXwGJ-os_000663_000673,True,True,True
bowling,PVJ71MCXCFU,28,38,/n/fs/visualai-scr/Data/HAT2/original/bowling/PVJ71MCXCFU_000028_000038,/n/fs/visualai-scr/Data/HAT2/seg/bowling/PVJ71MCXCFU_000028_000038,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/PVJ71MCXCFU_000028_000038,True,True,True
bowling,SUfUbruAUbE,0,10,/n/fs/visualai-scr/Data/HAT2/original/bowling/SUfUbruAUbE_000000_000010,/n/fs/visualai-scr/Data/HAT2/seg/bowling/SUfUbruAUbE_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/SUfUbruAUbE_000000_000010,True,True,True
bowling,V7vo_5tif-g,92,102,/n/fs/visualai-scr/Data/HAT2/original/bowling/V7vo_5tif-g_000092_000102,/n/fs/visualai-scr/Data/HAT2/seg/bowling/V7vo_5tif-g_000092_000102,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/V7vo_5tif-g_000092_000102,True,True,True
bowling,XR6mXivdAyw,47,57,/n/fs/visualai-scr/Data/HAT2/original/bowling/XR6mXivdAyw_000047_000057,/n/fs/visualai-scr/Data/HAT2/seg/bowling/XR6mXivdAyw_000047_000057,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/XR6mXivdAyw_000047_000057,True,True,True
bowling,Xr_sBDcAEao,79,89,/n/fs/visualai-scr/Data/HAT2/original/bowling/Xr_sBDcAEao_000079_000089,/n/fs/visualai-scr/Data/HAT2/seg/bowling/Xr_sBDcAEao_000079_000089,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/Xr_sBDcAEao_000079_000089,True,True,True
bowling,YlGfbvL4vu4,5,15,/n/fs/visualai-scr/Data/HAT2/original/bowling/YlGfbvL4vu4_000005_000015,/n/fs/visualai-scr/Data/HAT2/seg/bowling/YlGfbvL4vu4_000005_000015,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/YlGfbvL4vu4_000005_000015,True,True,True
bowling,ZlVNRxRSQx8,8,18,/n/fs/visualai-scr/Data/HAT2/original/bowling/ZlVNRxRSQx8_000008_000018,/n/fs/visualai-scr/Data/HAT2/seg/bowling/ZlVNRxRSQx8_000008_000018,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/ZlVNRxRSQx8_000008_000018,True,True,True
bowling,_WKZbe4o8C4,5,15,/n/fs/visualai-scr/Data/HAT2/original/bowling/_WKZbe4o8C4_000005_000015,/n/fs/visualai-scr/Data/HAT2/seg/bowling/_WKZbe4o8C4_000005_000015,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/_WKZbe4o8C4_000005_000015,True,True,True
bowling,a3C8ayqyGdg,2,12,/n/fs/visualai-scr/Data/HAT2/original/bowling/a3C8ayqyGdg_000002_000012,/n/fs/visualai-scr/Data/HAT2/seg/bowling/a3C8ayqyGdg_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/a3C8ayqyGdg_000002_000012,True,True,True
bowling,aZu-GianKek,1,11,/n/fs/visualai-scr/Data/HAT2/original/bowling/aZu-GianKek_000001_000011,/n/fs/visualai-scr/Data/HAT2/seg/bowling/aZu-GianKek_000001_000011,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/aZu-GianKek_000001_000011,True,True,True
bowling,bwlizlTA7Uk,129,139,/n/fs/visualai-scr/Data/HAT2/original/bowling/bwlizlTA7Uk_000129_000139,/n/fs/visualai-scr/Data/HAT2/seg/bowling/bwlizlTA7Uk_000129_000139,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/bwlizlTA7Uk_000129_000139,True,True,True
bowling,eU7Ht6zJcyk,3,13,/n/fs/visualai-scr/Data/HAT2/original/bowling/eU7Ht6zJcyk_000003_000013,/n/fs/visualai-scr/Data/HAT2/seg/bowling/eU7Ht6zJcyk_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/eU7Ht6zJcyk_000003_000013,True,True,True
bowling,elPyNNFZK6s,144,154,/n/fs/visualai-scr/Data/HAT2/original/bowling/elPyNNFZK6s_000144_000154,/n/fs/visualai-scr/Data/HAT2/seg/bowling/elPyNNFZK6s_000144_000154,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/elPyNNFZK6s_000144_000154,True,True,True
bowling,emTLZPuEXqM,23,33,/n/fs/visualai-scr/Data/HAT2/original/bowling/emTLZPuEXqM_000023_000033,/n/fs/visualai-scr/Data/HAT2/seg/bowling/emTLZPuEXqM_000023_000033,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/emTLZPuEXqM_000023_000033,True,True,True
bowling,fmBKCRz3yYk,328,338,/n/fs/visualai-scr/Data/HAT2/original/bowling/fmBKCRz3yYk_000328_000338,/n/fs/visualai-scr/Data/HAT2/seg/bowling/fmBKCRz3yYk_000328_000338,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/fmBKCRz3yYk_000328_000338,True,True,True
