label,youtube_id,time_start,time_end,full_path,num_files,hasPerson,segmented_path,mask_path,bboxes_info,bbox_vis_path
playing saxophone,uJ38b0KykWI,15,20,/n/fs/visualai-scr/Data/Mimetics2/playing saxophone/uJ38b0KykWI_000015_000020,150,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing saxophone/uJ38b0KykWI_000015_000020,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/playing saxophone/uJ38b0KykWI_000015_000020,"[{'class': 'person', 'confidence': 0.8898603916168213, 'bbox': [877.3139038085938, 44.7926025390625, 1278.56494140625, 712.5465087890625]}, {'class': 'person', 'confidence': 0.8143693208694458, 'bbox': [187.81332397460938, 112.0521240234375, 460.2288513183594, 705.530029296875]}, {'class': 'person', 'confidence': 0.7666327953338623, 'bbox': [709.5013427734375, 3.4051513671875, 1106.8292236328125, 715.686279296875]}, {'class': 'person', 'confidence': 0.5455238223075867, 'bbox': [521.6138916015625, 209.90625, 706.9959716796875, 713.2337036132812]}, {'class': 'person', 'confidence': 0.3544817566871643, 'bbox': [528.8604736328125, 199.02191162109375, 617.8753662109375, 381.26300048828125]}, {'class': 'person', 'confidence': 0.3184259533882141, 'bbox': [0.5149993896484375, 177.19952392578125, 154.0126953125, 701.7601928710938]}, {'class': 'person', 'confidence': 0.31327471137046814, 'bbox': [434.7218017578125, 206.75132751464844, 547.3002319335938, 611.6217041015625]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing saxophone/uJ38b0KykWI_000015_000020/bbox_img/bbox_image.jpg
brushing teeth,8FtwAj8XQ7o,120,125,/n/fs/visualai-scr/Data/Mimetics2/brushing teeth/8FtwAj8XQ7o_000120_000125,125,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/brushing teeth/8FtwAj8XQ7o_000120_000125,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/brushing teeth/8FtwAj8XQ7o_000120_000125,"[{'class': 'person', 'confidence': 0.8653743863105774, 'bbox': [107.7349624633789, 39.15081787109375, 239.36248779296875, 287.4073486328125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/brushing teeth/8FtwAj8XQ7o_000120_000125/bbox_img/bbox_image.jpg
brushing teeth,xyXEdjivNDU,51,55,/n/fs/visualai-scr/Data/Mimetics2/brushing teeth/xyXEdjivNDU_000051_000055,120,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/brushing teeth/xyXEdjivNDU_000051_000055,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/brushing teeth/xyXEdjivNDU_000051_000055,"[{'class': 'person', 'confidence': 0.8861676454544067, 'bbox': [190.2960662841797, 13.18730354309082, 424.56500244140625, 354.3422546386719]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/brushing teeth/xyXEdjivNDU_000051_000055/bbox_img/bbox_image.jpg
brushing teeth,5CV-aGIS00w,144,147,/n/fs/visualai-scr/Data/Mimetics2/brushing teeth/5CV-aGIS00w_000144_000147,90,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/brushing teeth/5CV-aGIS00w_000144_000147,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/brushing teeth/5CV-aGIS00w_000144_000147,"[{'class': 'person', 'confidence': 0.9397904276847839, 'bbox': [248.6265869140625, 143.7320556640625, 1280.0, 712.0198974609375]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/brushing teeth/5CV-aGIS00w_000144_000147/bbox_img/bbox_image.jpg
brushing teeth,TBdnqWOtY-o,0,8,/n/fs/visualai-scr/Data/Mimetics2/brushing teeth/TBdnqWOtY-o_000000_000008,240,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/brushing teeth/TBdnqWOtY-o_000000_000008,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/brushing teeth/TBdnqWOtY-o_000000_000008,"[{'class': 'person', 'confidence': 0.9108633399009705, 'bbox': [91.39082336425781, 44.304588317871094, 391.6236877441406, 359.4610900878906]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/brushing teeth/TBdnqWOtY-o_000000_000008/bbox_img/bbox_image.jpg
playing basketball,JwkAbfty5p8,19,25,/n/fs/visualai-scr/Data/Mimetics2/playing basketball/JwkAbfty5p8_000019_000025,180,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing basketball/JwkAbfty5p8_000019_000025,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/playing basketball/JwkAbfty5p8_000019_000025,"[{'class': 'person', 'confidence': 0.8773993253707886, 'bbox': [87.91339874267578, 125.33203125, 162.4716796875, 250.46937561035156]}, {'class': 'person', 'confidence': 0.812501072883606, 'bbox': [238.5720977783203, 120.05921173095703, 281.46502685546875, 212.68905639648438]}, {'class': 'person', 'confidence': 0.8076106309890747, 'bbox': [344.72943115234375, 88.35246276855469, 435.5840148925781, 303.35882568359375]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing basketball/JwkAbfty5p8_000019_000025/bbox_img/bbox_image.jpg
playing basketball,vNUcBRjaboo,22,27,/n/fs/visualai-scr/Data/Mimetics2/playing basketball/vNUcBRjaboo_000022_000027,75,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing basketball/vNUcBRjaboo_000022_000027,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/playing basketball/vNUcBRjaboo_000022_000027,"[{'class': 'person', 'confidence': 0.8399970531463623, 'bbox': [0.2708396911621094, 58.21263122558594, 51.11002731323242, 239.4078826904297]}, {'class': 'person', 'confidence': 0.5782656073570251, 'bbox': [165.11349487304688, 28.33348846435547, 227.11676025390625, 240.0]}, {'class': 'car', 'confidence': 0.2881683111190796, 'bbox': [158.97354125976562, 56.289764404296875, 172.73764038085938, 78.41375732421875]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing basketball/vNUcBRjaboo_000022_000027/bbox_img/bbox_image.jpg
playing basketball,xv60PJOPVgg,3,9,/n/fs/visualai-scr/Data/Mimetics2/playing basketball/xv60PJOPVgg_000003_000009,180,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing basketball/xv60PJOPVgg_000003_000009,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/playing basketball/xv60PJOPVgg_000003_000009,"[{'class': 'person', 'confidence': 0.8572068214416504, 'bbox': [149.69105529785156, 198.40615844726562, 222.53244018554688, 412.56964111328125]}, {'class': 'person', 'confidence': 0.8459473252296448, 'bbox': [310.2904968261719, 210.8012237548828, 401.0654602050781, 465.75390625]}, {'class': 'person', 'confidence': 0.8324794173240662, 'bbox': [49.53691864013672, 204.4240264892578, 113.87458038330078, 405.5113525390625]}, {'class': 'person', 'confidence': 0.7710429430007935, 'bbox': [205.8128204345703, 216.62106323242188, 258.42132568359375, 386.30120849609375]}, {'class': 'person', 'confidence': 0.753861129283905, 'bbox': [4.944965362548828, 211.14181518554688, 56.33293151855469, 355.2104797363281]}, {'class': 'person', 'confidence': 0.6789295673370361, 'bbox': [256.4493408203125, 213.45362854003906, 325.8001708984375, 382.8228759765625]}, {'class': 'person', 'confidence': 0.6015065312385559, 'bbox': [376.8565979003906, 220.49856567382812, 436.8756103515625, 389.0476379394531]}, {'class': 'tv', 'confidence': 0.5137659311294556, 'bbox': [46.58232116699219, 78.10405731201172, 104.81657409667969, 130.6150360107422]}, {'class': 'person', 'confidence': 0.49589163064956665, 'bbox': [457.439453125, 219.713623046875, 479.2611999511719, 352.1612243652344]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing basketball/xv60PJOPVgg_000003_000009/bbox_img/bbox_image.jpg
playing basketball,g7qQK6Qxi3U,12,17,/n/fs/visualai-scr/Data/Mimetics2/playing basketball/g7qQK6Qxi3U_000012_000017,145,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing basketball/g7qQK6Qxi3U_000012_000017,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/playing basketball/g7qQK6Qxi3U_000012_000017,"[{'class': 'person', 'confidence': 0.8468846082687378, 'bbox': [55.77961349487305, 108.02731323242188, 88.72168731689453, 207.6241455078125]}, {'class': 'person', 'confidence': 0.8153946995735168, 'bbox': [122.71015930175781, 242.98118591308594, 164.23092651367188, 359.87628173828125]}, {'class': 'person', 'confidence': 0.8150963187217712, 'bbox': [120.19298553466797, 113.29383850097656, 149.07333374023438, 214.57281494140625]}, {'class': 'person', 'confidence': 0.8149173259735107, 'bbox': [159.74392700195312, 38.91529846191406, 185.37612915039062, 102.49372863769531]}, {'class': 'person', 'confidence': 0.7768333554267883, 'bbox': [46.156707763671875, 48.8236198425293, 68.62103271484375, 124.92704772949219]}, {'class': 'person', 'confidence': 0.5826122164726257, 'bbox': [167.70773315429688, 248.1912078857422, 201.92572021484375, 352.3604736328125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing basketball/g7qQK6Qxi3U_000012_000017/bbox_img/bbox_image.jpg
tying tie,ZsoPVDvWzLA,19,29,/n/fs/visualai-scr/Data/Mimetics2/tying tie/ZsoPVDvWzLA_000019_000029,250,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/tying tie/ZsoPVDvWzLA_000019_000029,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/tying tie/ZsoPVDvWzLA_000019_000029,"[{'class': 'person', 'confidence': 0.840212881565094, 'bbox': [150.95782470703125, 120.39706420898438, 201.38427734375, 284.04779052734375]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/tying tie/ZsoPVDvWzLA_000019_000029/bbox_img/bbox_image.jpg
tying tie,ktaZ7IRhifs,20,24,/n/fs/visualai-scr/Data/Mimetics2/tying tie/ktaZ7IRhifs_000020_000024,100,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/tying tie/ktaZ7IRhifs_000020_000024,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/tying tie/ktaZ7IRhifs_000020_000024,"[{'class': 'person', 'confidence': 0.9476044774055481, 'bbox': [506.6522521972656, 45.44696044921875, 953.3780517578125, 622.4932250976562]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/tying tie/ktaZ7IRhifs_000020_000024/bbox_img/bbox_image.jpg
skiing slalom,KISD1YRTeCk,95,105,/n/fs/visualai-scr/Data/Mimetics2/skiing slalom/KISD1YRTeCk_000095_000105,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/skiing slalom/KISD1YRTeCk_000095_000105,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/skiing slalom/KISD1YRTeCk_000095_000105,"[{'class': 'person', 'confidence': 0.9218673706054688, 'bbox': [442.9256286621094, 45.50885009765625, 661.7796630859375, 647.6476440429688]}, {'class': 'person', 'confidence': 0.8777719140052795, 'bbox': [618.0450439453125, 92.3597412109375, 822.622802734375, 693.007080078125]}, {'class': 'backpack', 'confidence': 0.30017369985580444, 'bbox': [1183.57861328125, 261.58123779296875, 1244.14013671875, 316.90545654296875]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/skiing slalom/KISD1YRTeCk_000095_000105/bbox_img/bbox_image.jpg
skiing slalom,xB5O3xFxm5Y,45,55,/n/fs/visualai-scr/Data/Mimetics2/skiing slalom/xB5O3xFxm5Y_000045_000055,240,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/skiing slalom/xB5O3xFxm5Y_000045_000055,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/skiing slalom/xB5O3xFxm5Y_000045_000055,"[{'class': 'person', 'confidence': 0.8016927242279053, 'bbox': [217.80894470214844, 16.642799377441406, 310.0238342285156, 349.4210205078125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/skiing slalom/xB5O3xFxm5Y_000045_000055/bbox_img/bbox_image.jpg
brushing hair,DuXviwv7VBM,63,70,/n/fs/visualai-scr/Data/Mimetics2/brushing hair/DuXviwv7VBM_000063_000070,210,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/brushing hair/DuXviwv7VBM_000063_000070,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/brushing hair/DuXviwv7VBM_000063_000070,"[{'class': 'person', 'confidence': 0.9406141042709351, 'bbox': [291.96307373046875, 2.8272705078125, 869.1282348632812, 711.51220703125]}, {'class': 'tie', 'confidence': 0.34943193197250366, 'bbox': [12.669525146484375, 0.0, 168.27508544921875, 677.203369140625]}, {'class': 'tie', 'confidence': 0.3069300055503845, 'bbox': [70.25541687011719, 2.02978515625, 140.53494262695312, 566.5971069335938]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/brushing hair/DuXviwv7VBM_000063_000070/bbox_img/bbox_image.jpg
brushing hair,EfVGZBDtC1c,85,92,/n/fs/visualai-scr/Data/Mimetics2/brushing hair/EfVGZBDtC1c_000085_000092,175,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/brushing hair/EfVGZBDtC1c_000085_000092,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/brushing hair/EfVGZBDtC1c_000085_000092,"[{'class': 'person', 'confidence': 0.8827878832817078, 'bbox': [301.7242126464844, 84.47830200195312, 387.07171630859375, 319.9879150390625]}, {'class': 'person', 'confidence': 0.8711867928504944, 'bbox': [169.44100952148438, 104.47469329833984, 235.06808471679688, 316.3851318359375]}, {'class': 'person', 'confidence': 0.7812286019325256, 'bbox': [405.408203125, 92.59325408935547, 462.5352783203125, 310.6534118652344]}, {'class': 'person', 'confidence': 0.7544203400611877, 'bbox': [12.949888229370117, 104.07110595703125, 78.50648498535156, 300.70977783203125]}, {'class': 'chair', 'confidence': 0.2999090254306793, 'bbox': [269.2294921875, 212.99179077148438, 327.6823425292969, 304.7712097167969]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/brushing hair/EfVGZBDtC1c_000085_000092/bbox_img/bbox_image.jpg
brushing hair,A2Pvv6y0jOw,3,12,/n/fs/visualai-scr/Data/Mimetics2/brushing hair/A2Pvv6y0jOw_000003_000012,135,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/brushing hair/A2Pvv6y0jOw_000003_000012,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/brushing hair/A2Pvv6y0jOw_000003_000012,"[{'class': 'person', 'confidence': 0.9110836982727051, 'bbox': [87.2069320678711, 80.53443908691406, 174.60044860839844, 312.4399108886719]}, {'class': 'chair', 'confidence': 0.6170870065689087, 'bbox': [12.168432235717773, 199.8801727294922, 38.674644470214844, 241.80198669433594]}, {'class': 'chair', 'confidence': 0.5982429385185242, 'bbox': [38.071632385253906, 198.79629516601562, 61.84501647949219, 239.16864013671875]}, {'class': 'chair', 'confidence': 0.33174267411231995, 'bbox': [0.0, 204.3402099609375, 18.382047653198242, 241.18093872070312]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/brushing hair/A2Pvv6y0jOw_000003_000012/bbox_img/bbox_image.jpg
