label,youtube_id,time_start,time_end,frame_num,image_type,correct_ranking,correct_score,top5,top10,top5_predictions
archery,3hoSk280ndk,25,35,50,background_only,10,0.005994620732963085,False,True,"['shooting goal (soccer)', 'juggling soccer ball', 'dribbling basketball', 'playing tennis', 'catching or throwing frisbee']"
archery,4hxnP0stMN0,3,13,50,original,22,0.0022404161281883717,False,False,"['climbing a rope', 'climbing ladder', 'juggling soccer ball', 'shooting goal (soccer)', 'juggling balls']"
archery,4hxnP0stMN0,3,13,50,human_only,26,0.006203357130289078,False,False,"['shooting goal (soccer)', 'skiing slalom', 'dunking basketball', 'shooting basketball', 'dribbling basketball']"
archery,4hxnP0stMN0,3,13,50,background_only,21,0.003006724175065756,False,False,"['climbing a rope', 'climbing ladder', 'shooting goal (soccer)', 'juggling soccer ball', 'juggling balls']"
archery,4wXnaqEDh3c,14,24,50,original,1,0.6526690125465393,True,True,"['archery', 'sword fighting', 'climbing a rope', 'cleaning windows', 'skipping rope']"
archery,4wXnaqEDh3c,14,24,50,human_only,12,0.01830328069627285,False,False,"['juggling soccer ball', 'juggling balls', 'punching person (boxing)', 'catching or throwing baseball', 'skipping rope']"
archery,4wXnaqEDh3c,14,24,50,background_only,16,0.014549558982253075,False,False,"['climbing a rope', 'juggling soccer ball', 'skipping rope', 'shooting goal (soccer)', 'catching or throwing frisbee']"
archery,4x9AMmWhCzw,4,14,50,original,1,0.40697547793388367,True,True,"['archery', 'catching or throwing frisbee', 'golf driving', 'shooting goal (soccer)', 'juggling balls']"
archery,4x9AMmWhCzw,4,14,50,human_only,14,0.018723206594586372,False,False,"['juggling soccer ball', 'shooting goal (soccer)', 'punching person (boxing)', 'skipping rope', 'juggling balls']"
archery,4x9AMmWhCzw,4,14,50,background_only,23,0.003180666593834758,False,False,"['catching or throwing frisbee', 'golf driving', 'juggling balls', 'juggling soccer ball', 'driving car']"
archery,5rElcI860iU,75,85,50,original,26,0.0011099701514467597,False,False,"['juggling soccer ball', 'catching or throwing frisbee', 'shooting goal (soccer)', 'juggling balls', 'playing basketball']"
archery,5rElcI860iU,75,85,50,human_only,31,0.003179647494107485,False,False,"['walking the dog', 'skipping rope', 'juggling soccer ball', 'shooting goal (soccer)', 'skiing slalom']"
archery,5rElcI860iU,75,85,50,background_only,25,0.004105590283870697,False,False,"['juggling soccer ball', 'shooting goal (soccer)', 'catching or throwing frisbee', 'cleaning windows', 'juggling balls']"
archery,6hZC8cEONUw,20,30,50,original,1,0.990161657333374,True,True,"['archery', 'shooting goal (soccer)', 'juggling balls', 'climbing a rope', 'shooting basketball']"
archery,6hZC8cEONUw,20,30,50,human_only,43,0.001610676641575992,False,False,"['playing violin', 'punching person (boxing)', 'playing saxophone', 'opening bottle', 'playing trumpet']"
archery,6hZC8cEONUw,20,30,50,background_only,1,0.9718404412269592,True,True,"['archery', 'shooting goal (soccer)', 'skiing slalom', 'shooting basketball', 'skiing (not slalom or crosscountry)']"
archery,7RpY62s_AfY,56,66,50,original,7,0.001623746706172824,False,True,"['shooting goal (soccer)', 'juggling soccer ball', 'catching or throwing frisbee', 'dribbling basketball', 'juggling balls']"
archery,7RpY62s_AfY,56,66,50,human_only,24,0.002782587893307209,False,False,"['juggling soccer ball', 'juggling balls', 'skipping rope', 'shooting goal (soccer)', 'dribbling basketball']"
archery,7RpY62s_AfY,56,66,50,background_only,2,0.020618155598640442,True,True,"['shooting goal (soccer)', 'archery', 'golf driving', 'skiing slalom', 'juggling soccer ball']"
archery,89Tu6aUtOYQ,3,13,50,original,1,0.9194031953811646,True,True,"['archery', 'sword fighting', 'shooting goal (soccer)', 'cleaning windows', 'juggling balls']"
archery,89Tu6aUtOYQ,3,13,50,human_only,2,0.14139032363891602,True,True,"['juggling soccer ball', 'archery', 'juggling balls', 'playing trumpet', 'skipping rope']"
archery,89Tu6aUtOYQ,3,13,50,background_only,4,0.07801713794469833,True,True,"['shooting goal (soccer)', 'juggling soccer ball', 'catching or throwing frisbee', 'archery', 'sword fighting']"
archery,8f0U0oGyugQ,7,17,50,original,1,0.468328595161438,True,True,"['archery', 'climbing a rope', 'sword fighting', 'opening bottle', 'shooting goal (soccer)']"
archery,8f0U0oGyugQ,7,17,50,human_only,1,0.24385176599025726,True,True,"['archery', 'playing trumpet', 'juggling soccer ball', 'sword fighting', 'juggling balls']"
archery,8f0U0oGyugQ,7,17,50,background_only,17,0.016582854092121124,False,False,"['climbing a rope', 'shooting goal (soccer)', 'juggling soccer ball', 'catching or throwing baseball', 'hitting baseball']"
archery,9W09aRkVYC4,4,14,50,original,1,0.7751031517982483,True,True,"['archery', 'shooting goal (soccer)', 'catching or throwing baseball', 'juggling balls', 'hitting baseball']"
archery,9W09aRkVYC4,4,14,50,human_only,26,0.006597756873816252,False,False,"['juggling soccer ball', 'playing tennis', 'juggling balls', 'hitting baseball', 'catching or throwing baseball']"
archery,9W09aRkVYC4,4,14,50,background_only,6,0.0403146930038929,False,True,"['shooting goal (soccer)', 'golf driving', 'flying kite', 'juggling soccer ball', 'skiing slalom']"
archery,E15fuG-tYGM,14,24,50,original,3,0.07879156619310379,True,True,"['skipping rope', 'sword fighting', 'archery', 'punching person (boxing)', 'hitting baseball']"
archery,E15fuG-tYGM,14,24,50,human_only,18,0.014032061211764812,False,False,"['skipping rope', 'punching person (boxing)', 'sword fighting', 'juggling soccer ball', 'juggling balls']"
archery,E15fuG-tYGM,14,24,50,background_only,21,0.004924472887068987,False,False,"['punching person (boxing)', 'sword fighting', 'skipping rope', 'dunking basketball', 'playing basketball']"
archery,FzfqEd36YbY,1101,1111,50,original,1,0.9525827169418335,True,True,"['archery', 'skiing slalom', 'skiing (not slalom or crosscountry)', 'flying kite', 'juggling balls']"
archery,FzfqEd36YbY,1101,1111,50,human_only,1,0.6081007122993469,True,True,"['archery', 'juggling soccer ball', 'juggling balls', 'sword fighting', 'clean and jerk']"
archery,FzfqEd36YbY,1101,1111,50,background_only,5,0.015740497037768364,True,True,"['climbing a rope', 'skiing slalom', 'skiing (not slalom or crosscountry)', 'flying kite', 'archery']"
archery,IcXj4je-tto,0,10,50,original,12,0.02050894871354103,False,False,"['juggling soccer ball', 'shooting goal (soccer)', 'golf driving', 'playing volleyball', 'climbing a rope']"
archery,IcXj4je-tto,0,10,50,human_only,38,0.0021682200022041798,False,False,"['dunking basketball', 'shooting basketball', 'playing saxophone', 'juggling soccer ball', 'climbing a rope']"
archery,IcXj4je-tto,0,10,50,background_only,5,0.03677893057465553,True,True,"['shooting goal (soccer)', 'juggling soccer ball', 'golf driving', 'playing volleyball', 'archery']"
archery,Jck4NlSIX-I,19,29,50,original,35,0.0031323868315666914,False,False,"['skipping rope', 'climbing a rope', 'hurdling', 'climbing ladder', 'flying kite']"
archery,Jck4NlSIX-I,19,29,50,human_only,45,0.0009165845694951713,False,False,"['climbing a rope', 'skipping rope', 'climbing ladder', 'hurdling', 'flying kite']"
archery,Jck4NlSIX-I,19,29,50,background_only,28,0.007662428542971611,False,False,"['skipping rope', 'shooting goal (soccer)', 'juggling soccer ball', 'climbing a rope', 'punching person (boxing)']"
archery,Jfl-1zWi2Go,654,664,50,original,1,0.38762912154197693,True,True,"['archery', 'skiing slalom', 'clean and jerk', 'shooting goal (soccer)', 'skiing (not slalom or crosscountry)']"
archery,Jfl-1zWi2Go,654,664,50,human_only,11,0.020122021436691284,False,False,"['juggling soccer ball', 'juggling balls', 'skipping rope', 'climbing a rope', 'hitting baseball']"
archery,Jfl-1zWi2Go,654,664,50,background_only,4,0.050214435905218124,True,True,"['skiing slalom', 'shooting goal (soccer)', 'hurdling', 'archery', 'playing tennis']"
archery,MrI8XlHC4p0,0,10,50,original,1,0.8773193359375,True,True,"['archery', 'skiing slalom', 'climbing a rope', 'golf driving', 'skiing (not slalom or crosscountry)']"
archery,MrI8XlHC4p0,0,10,50,human_only,1,0.5965795516967773,True,True,"['archery', 'golf driving', 'skiing slalom', 'skiing (not slalom or crosscountry)', 'hitting baseball']"
archery,MrI8XlHC4p0,0,10,50,background_only,4,0.05197467654943466,True,True,"['skiing slalom', 'climbing a rope', 'cleaning windows', 'archery', 'skiing (not slalom or crosscountry)']"
archery,O9cTHUPbLE8,90,100,50,original,1,0.5309786796569824,True,True,"['archery', 'catching or throwing frisbee', 'catching or throwing baseball', 'skiing (not slalom or crosscountry)', 'clean and jerk']"
archery,O9cTHUPbLE8,90,100,50,human_only,41,0.004074434284120798,False,False,"['shooting goal (soccer)', 'dunking basketball', 'shooting basketball', 'playing basketball', 'hitting baseball']"
archery,O9cTHUPbLE8,90,100,50,background_only,1,0.5445738434791565,True,True,"['archery', 'catching or throwing frisbee', 'catching or throwing baseball', 'clean and jerk', 'skiing (not slalom or crosscountry)']"
archery,RkjX0nbJJow,338,348,50,original,21,0.0015286962734535336,False,False,"['sweeping floor', 'skiing slalom', 'skiing (not slalom or crosscountry)', 'driving car', 'cleaning windows']"
archery,RkjX0nbJJow,338,348,50,human_only,22,0.007128675002604723,False,False,"['shooting goal (soccer)', 'skiing slalom', 'dunking basketball', 'shooting basketball', 'dribbling basketball']"
archery,RkjX0nbJJow,338,348,50,background_only,19,0.0019118159543722868,False,False,"['sweeping floor', 'skiing slalom', 'skiing (not slalom or crosscountry)', 'driving car', 'climbing ladder']"
archery,S0Xwh6F6tz0,31,41,50,original,1,0.8752847909927368,True,True,"['archery', 'shooting goal (soccer)', 'playing trumpet', 'juggling balls', 'playing violin']"
archery,S0Xwh6F6tz0,31,41,50,human_only,17,0.007231579162180424,False,False,"['skipping rope', 'juggling soccer ball', 'playing violin', 'punching person (boxing)', 'juggling balls']"
archery,S0Xwh6F6tz0,31,41,50,background_only,1,0.5402553677558899,True,True,"['archery', 'shooting goal (soccer)', 'juggling balls', 'golf driving', 'juggling soccer ball']"
archery,VADKkEVjQrU,1656,1666,50,original,17,0.0212772935628891,False,False,"['juggling soccer ball', 'hitting baseball', 'playing trumpet', 'opening bottle', 'smoking']"
archery,VADKkEVjQrU,1656,1666,50,human_only,19,0.004170184023678303,False,False,"['shooting basketball', 'playing basketball', 'juggling soccer ball', 'shooting goal (soccer)', 'dribbling basketball']"
archery,VADKkEVjQrU,1656,1666,50,background_only,13,0.025749817490577698,False,False,"['playing trumpet', 'hitting baseball', 'playing saxophone', 'smoking', 'drinking']"
archery,ZCz5i5RGe_Y,4,14,50,original,1,0.7004662752151489,True,True,"['archery', 'skipping rope', 'climbing a rope', 'hitting baseball', 'opening bottle']"
archery,ZCz5i5RGe_Y,4,14,50,human_only,1,0.3065960109233856,True,True,"['archery', 'opening bottle', 'cleaning windows', 'hitting baseball', 'catching or throwing baseball']"
archery,ZCz5i5RGe_Y,4,14,50,background_only,8,0.02790793403983116,False,True,"['climbing a rope', 'hurdling', 'hitting baseball', 'skipping rope', 'skiing slalom']"
archery,_kQSkEioc08,5,15,50,original,1,0.7590535879135132,True,True,"['archery', 'juggling balls', 'skipping rope', 'golf driving', 'flying kite']"
archery,_kQSkEioc08,5,15,50,human_only,19,0.002854806836694479,False,False,"['juggling balls', 'skipping rope', 'sword fighting', 'juggling soccer ball', 'playing violin']"
archery,_kQSkEioc08,5,15,50,background_only,2,0.08757887035608292,True,True,"['flying kite', 'archery', 'juggling soccer ball', 'catching or throwing frisbee', 'shooting goal (soccer)']"
archery,aYRujsj9Z_Q,60,70,50,original,3,0.16418695449829102,True,True,"['shooting goal (soccer)', 'juggling balls', 'archery', 'juggling soccer ball', 'flying kite']"
archery,aYRujsj9Z_Q,60,70,50,human_only,28,0.0030638426542282104,False,False,"['punching person (boxing)', 'juggling balls', 'juggling soccer ball', 'skipping rope', 'climbing a rope']"
archery,aYRujsj9Z_Q,60,70,50,background_only,5,0.013939539901912212,True,True,"['shooting goal (soccer)', 'juggling balls', 'juggling soccer ball', 'shooting basketball', 'archery']"
archery,c0cYF6RwWmg,3,13,50,original,13,0.014530805870890617,False,False,"['shooting goal (soccer)', 'juggling soccer ball', 'catching or throwing frisbee', 'juggling balls', 'walking the dog']"
archery,c0cYF6RwWmg,3,13,50,human_only,22,0.007128675002604723,False,False,"['shooting goal (soccer)', 'skiing slalom', 'dunking basketball', 'shooting basketball', 'dribbling basketball']"
archery,c0cYF6RwWmg,3,13,50,background_only,11,0.01435263641178608,False,False,"['shooting goal (soccer)', 'juggling soccer ball', 'catching or throwing frisbee', 'juggling balls', 'flying kite']"
archery,cIyLDvGWT6I,1,11,50,original,1,0.3488592505455017,True,True,"['archery', 'climbing a rope', 'hitting baseball', 'skiing (not slalom or crosscountry)', 'shooting goal (soccer)']"
archery,cIyLDvGWT6I,1,11,50,human_only,45,0.001187636749818921,False,False,"['punching person (boxing)', 'juggling soccer ball', 'shooting basketball', 'juggling balls', 'dribbling basketball']"
archery,cIyLDvGWT6I,1,11,50,background_only,14,0.007767946925014257,False,False,"['climbing a rope', 'skiing (not slalom or crosscountry)', 'skiing slalom', 'golf driving', 'surfing water']"
archery,erSoY-STyBQ,207,217,50,original,21,0.00010301838483428583,False,False,"['dribbling basketball', 'shooting goal (soccer)', 'dunking basketball', 'shooting basketball', 'playing basketball']"
archery,erSoY-STyBQ,207,217,50,human_only,17,0.019106248393654823,False,False,"['punching person (boxing)', 'skiing slalom', 'juggling balls', 'dribbling basketball', 'sword fighting']"
archery,erSoY-STyBQ,207,217,50,background_only,12,0.004703332204371691,False,False,"['dribbling basketball', 'shooting basketball', 'shooting goal (soccer)', 'playing basketball', 'sweeping floor']"
archery,h6d2C-RWOTw,3,13,50,original,1,0.910025417804718,True,True,"['archery', 'sword fighting', 'shooting goal (soccer)', 'climbing a rope', 'skiing slalom']"
archery,h6d2C-RWOTw,3,13,50,human_only,36,0.006823576521128416,False,False,"['smoking', 'playing saxophone', 'playing violin', 'playing trumpet', 'tying tie']"
archery,h6d2C-RWOTw,3,13,50,background_only,1,0.9215315580368042,True,True,"['archery', 'shooting goal (soccer)', 'climbing a rope', 'sword fighting', 'skiing slalom']"
archery,hIgj5icZe7M,133,143,50,original,4,0.10296216607093811,True,True,"['climbing ladder', 'climbing a rope', 'opening bottle', 'archery', 'cleaning windows']"
archery,hIgj5icZe7M,133,143,50,human_only,48,0.0006110346876084805,False,False,"['punching person (boxing)', 'hitting baseball', 'juggling soccer ball', 'juggling balls', 'dribbling basketball']"
archery,hIgj5icZe7M,133,143,50,background_only,4,0.055614031851291656,True,True,"['climbing ladder', 'climbing a rope', 'opening bottle', 'archery', 'flying kite']"
archery,it-IIR-qUIg,150,160,50,original,21,0.0022738564293831587,False,False,"['shooting goal (soccer)', 'clean and jerk', 'dribbling basketball', 'playing volleyball', 'juggling soccer ball']"
archery,it-IIR-qUIg,150,160,50,human_only,27,0.001486406079493463,False,False,"['juggling soccer ball', 'shooting goal (soccer)', 'juggling balls', 'dribbling basketball', 'skipping rope']"
archery,it-IIR-qUIg,150,160,50,background_only,3,0.06671594083309174,True,True,"['shooting goal (soccer)', 'hitting baseball', 'archery', 'shooting basketball', 'juggling balls']"
archery,k-BFTm62viE,2,12,50,original,1,0.8964977264404297,True,True,"['archery', 'shooting goal (soccer)', 'skiing slalom', 'hitting baseball', 'skiing (not slalom or crosscountry)']"
archery,k-BFTm62viE,2,12,50,human_only,28,0.004344652406871319,False,False,"['juggling soccer ball', 'punching person (boxing)', 'juggling balls', 'clean and jerk', 'dribbling basketball']"
archery,k-BFTm62viE,2,12,50,background_only,1,0.784598171710968,True,True,"['archery', 'shooting goal (soccer)', 'flying kite', 'golf driving', 'catching or throwing frisbee']"
archery,mnUVG7T6iKg,109,119,50,original,29,0.002922792686149478,False,False,"['juggling soccer ball', 'sweeping floor', 'juggling balls', 'playing basketball', 'skipping rope']"
archery,mnUVG7T6iKg,109,119,50,human_only,35,0.009077444672584534,False,False,"['walking the dog', 'playing saxophone', 'punching person (boxing)', 'smoking', 'climbing a rope']"
archery,mnUVG7T6iKg,109,119,50,background_only,21,0.0073717376217246056,False,False,"['juggling soccer ball', 'sweeping floor', 'bowling', 'sword fighting', 'juggling balls']"
archery,oZ0QUyB18Zg,178,188,50,original,1,0.4715564250946045,True,True,"['archery', 'shooting goal (soccer)', 'shooting basketball', 'sword fighting', 'juggling balls']"
archery,oZ0QUyB18Zg,178,188,50,human_only,24,0.0022035660222172737,False,False,"['juggling balls', 'skipping rope', 'juggling soccer ball', 'punching person (boxing)', 'dribbling basketball']"
archery,oZ0QUyB18Zg,178,188,50,background_only,2,0.3318953216075897,True,True,"['shooting goal (soccer)', 'archery', 'shooting basketball', 'hitting baseball', 'juggling soccer ball']"
archery,oz3ruRsh-HY,517,527,50,original,35,0.0011346423998475075,False,False,"['opening bottle', 'skiing slalom', 'playing guitar', 'climbing a rope', 'playing violin']"
archery,oz3ruRsh-HY,517,527,50,human_only,43,0.0011933119967579842,False,False,"['playing piano', 'playing violin', 'punching person (boxing)', 'playing trumpet', 'playing saxophone']"
archery,oz3ruRsh-HY,517,527,50,background_only,23,0.004572971723973751,False,False,"['skiing slalom', 'playing violin', 'playing guitar', 'driving car', 'opening bottle']"
archery,pMRAH0hgqB8,14,24,50,original,11,0.006568781100213528,False,False,"['brushing hair', 'opening bottle', 'tying tie', 'playing trumpet', 'brushing teeth']"
archery,pMRAH0hgqB8,14,24,50,human_only,34,0.002541659865528345,False,False,"['punching person (boxing)', 'playing trumpet', 'playing violin', 'juggling balls', 'juggling soccer ball']"
archery,pMRAH0hgqB8,14,24,50,background_only,25,0.004113875329494476,False,False,"['brushing hair', 'playing trumpet', 'playing saxophone', 'climbing a rope', 'skipping rope']"
archery,pWOl7B7jf0U,0,10,50,original,3,0.12413404136896133,True,True,"['skipping rope', 'juggling soccer ball', 'archery', 'juggling balls', 'climbing a rope']"
archery,pWOl7B7jf0U,0,10,50,human_only,11,0.015863753855228424,False,False,"['playing violin', 'skipping rope', 'juggling soccer ball', 'playing trumpet', 'playing saxophone']"
archery,pWOl7B7jf0U,0,10,50,background_only,9,0.013974164612591267,False,True,"['juggling soccer ball', 'skipping rope', 'catching or throwing frisbee', 'juggling balls', 'climbing a rope']"
archery,qhUuaUIH9iU,0,10,50,original,38,0.0023908449802547693,False,False,"['opening bottle', 'drinking', 'playing saxophone', 'punching person (boxing)', 'smoking']"
archery,qhUuaUIH9iU,0,10,50,human_only,37,0.005546466447412968,False,False,"['punching person (boxing)', 'playing saxophone', 'smoking', 'playing trumpet', 'deadlifting']"
archery,qhUuaUIH9iU,0,10,50,background_only,34,0.0050447722896933556,False,False,"['opening bottle', 'playing saxophone', 'punching person (boxing)', 'smoking', 'drinking']"
archery,rqIe-C6nEv0,4,14,50,original,1,0.8562084436416626,True,True,"['archery', 'shooting goal (soccer)', 'juggling balls', 'sword fighting', 'skiing slalom']"
archery,rqIe-C6nEv0,4,14,50,human_only,22,0.007128675002604723,False,False,"['shooting goal (soccer)', 'skiing slalom', 'dunking basketball', 'shooting basketball', 'dribbling basketball']"
archery,rqIe-C6nEv0,4,14,50,background_only,1,0.9051055908203125,True,True,"['archery', 'shooting goal (soccer)', 'juggling balls', 'skiing slalom', 'sword fighting']"
archery,u2uhrc0GBOo,34,44,50,original,1,0.9166486859321594,True,True,"['archery', 'playing violin', 'sword fighting', 'shooting goal (soccer)', 'hitting baseball']"
archery,u2uhrc0GBOo,34,44,50,human_only,14,0.00977200549095869,False,False,"['skipping rope', 'juggling soccer ball', 'punching person (boxing)', 'juggling balls', 'playing violin']"
archery,u2uhrc0GBOo,34,44,50,background_only,1,0.8207170367240906,True,True,"['archery', 'sword fighting', 'shooting goal (soccer)', 'flying kite', 'skiing slalom']"
archery,uZ-pG-axjK4,481,491,50,original,1,0.7814216017723083,True,True,"['archery', 'juggling balls', 'juggling soccer ball', 'sword fighting', 'hurdling']"
archery,uZ-pG-axjK4,481,491,50,human_only,6,0.03355187550187111,False,True,"['juggling balls', 'juggling soccer ball', 'punching person (boxing)', 'sword fighting', 'skipping rope']"
archery,uZ-pG-axjK4,481,491,50,background_only,5,0.030187252908945084,True,True,"['shooting goal (soccer)', 'hurdling', 'skiing slalom', 'juggling soccer ball', 'archery']"
archery,v66KBZB9N-A,0,10,50,original,3,0.140898659825325,True,True,"['sweeping floor', 'climbing a rope', 'archery', 'playing saxophone', 'juggling balls']"
archery,v66KBZB9N-A,0,10,50,human_only,15,0.0056163775734603405,False,False,"['juggling balls', 'juggling soccer ball', 'punching person (boxing)', 'skipping rope', 'playing saxophone']"
archery,v66KBZB9N-A,0,10,50,background_only,5,0.05181635171175003,True,True,"['sweeping floor', 'juggling balls', 'cleaning windows', 'juggling soccer ball', 'archery']"
archery,vCV2BCbibRc,2,12,50,original,1,0.5754656791687012,True,True,"['archery', 'shooting basketball', 'hitting baseball', 'playing trumpet', 'shooting goal (soccer)']"
archery,vCV2BCbibRc,2,12,50,human_only,33,0.0025700186379253864,False,False,"['juggling soccer ball', 'juggling balls', 'playing trumpet', 'punching person (boxing)', 'dribbling basketball']"
archery,vCV2BCbibRc,2,12,50,background_only,1,0.3150913715362549,True,True,"['archery', 'shooting basketball', 'shooting goal (soccer)', 'dunking basketball', 'climbing a rope']"
archery,xrAuik7Wxns,36,46,50,original,18,0.000598640413954854,False,False,"['hurdling', 'climbing ladder', 'shooting goal (soccer)', 'skiing (not slalom or crosscountry)', 'punching person (boxing)']"
archery,xrAuik7Wxns,36,46,50,human_only,40,0.00021274331083986908,False,False,"['punching person (boxing)', 'climbing ladder', 'clean and jerk', 'deadlifting', 'climbing a rope']"
archery,xrAuik7Wxns,36,46,50,background_only,1,0.6153079867362976,True,True,"['archery', 'hurdling', 'shooting goal (soccer)', 'skiing (not slalom or crosscountry)', 'catching or throwing baseball']"
bowling,--dVV4_CSvw,33,43,50,original,1,0.9824711680412292,True,True,"['bowling', 'juggling balls', 'opening bottle', 'hitting baseball', 'shooting goal (soccer)']"
bowling,--dVV4_CSvw,33,43,50,human_only,10,0.012280087918043137,False,True,"['juggling balls', 'juggling soccer ball', 'punching person (boxing)', 'skipping rope', 'dunking basketball']"
bowling,--dVV4_CSvw,33,43,50,background_only,1,0.9954919219017029,True,True,"['bowling', 'hitting baseball', 'shooting goal (soccer)', 'shooting basketball', 'juggling balls']"
bowling,-WH-lxmGJVY,5,15,50,original,5,0.03178425878286362,True,True,"['juggling soccer ball', 'juggling balls', 'dribbling basketball', 'punching person (boxing)', 'bowling']"
bowling,-WH-lxmGJVY,5,15,50,human_only,23,0.005127890966832638,False,False,"['punching person (boxing)', 'skipping rope', 'juggling soccer ball', 'juggling balls', 'sword fighting']"
bowling,-WH-lxmGJVY,5,15,50,background_only,15,0.015138180926442146,False,False,"['juggling balls', 'juggling soccer ball', 'dribbling basketball', 'dunking basketball', 'hurdling']"
bowling,-jOClYqKtE8,3,13,50,original,1,0.9876641631126404,True,True,"['bowling', 'shooting goal (soccer)', 'juggling balls', 'sweeping floor', 'shooting basketball']"
bowling,-jOClYqKtE8,3,13,50,human_only,11,0.01483581680804491,False,False,"['skipping rope', 'walking the dog', 'juggling soccer ball', 'flying kite', 'juggling balls']"
bowling,-jOClYqKtE8,3,13,50,background_only,1,0.9841176271438599,True,True,"['bowling', 'shooting goal (soccer)', 'juggling balls', 'sweeping floor', 'juggling soccer ball']"
bowling,1W7HNDBA4pA,2,12,50,original,1,0.9755449891090393,True,True,"['bowling', 'juggling balls', 'dribbling basketball', 'shooting basketball', 'juggling soccer ball']"
bowling,1W7HNDBA4pA,2,12,50,human_only,5,0.01891154982149601,True,True,"['skipping rope', 'juggling soccer ball', 'dribbling basketball', 'juggling balls', 'bowling']"
bowling,1W7HNDBA4pA,2,12,50,background_only,1,0.9769396781921387,True,True,"['bowling', 'dribbling basketball', 'shooting goal (soccer)', 'juggling balls', 'shooting basketball']"
